34,0.029604,0.08991,-1.023317
50,0.026552,0.090276,-1.02466
65,0.031557,0.09638,-1.0282
81,0.030214,0.093328,-1.027712
96,0.029604,0.090643,-1.031862
112,0.030825,0.082464,-1.029543
128,0.025819,0.079778,-1.030764
143,0.028139,0.077092,-1.035036
159,0.030581,0.072087,-1.034426
175,0.030825,0.073552,-1.032351
190,0.029482,0.0705,-1.034914
206,0.027529,0.066715,-1.032595
221,0.030092,0.072453,-1.03528
237,0.032778,0.070378,-1.034914
253,0.031435,0.075139,-1.037844
268,0.029848,0.075871,-1.032595
284,0.026186,0.077336,-1.030886
300,0.027284,0.080144,-1.033205
315,0.029116,0.08344,-1.033693
331,0.02936,0.083562,-1.029421
346,0.028871,0.089544,-1.030764
362,0.028017,0.089422,-1.029177
378,0.029238,0.09638,-1.027834
393,0.028871,0.099066,-1.023439
409,0.027529,0.098578,-1.023927
424,0.030336,0.102362,-1.026247
440,0.028627,0.101752,-1.024904
456,0.028261,0.098089,-1.025392
471,0.025453,0.094183,-1.029543
487,0.02936,0.084295,-1.032228
503,0.02704,0.068303,-1.035647
518,0.027651,0.065006,-1.034304
534,0.031557,0.069645,-1.032473
549,0.029726,0.069645,-1.035525
565,0.031801,0.067326,-1.034304
581,0.027162,0.075505,-1.032106
596,0.030703,0.09638,-1.026735
612,0.029604,0.113593,-1.017823
628,0.028139,0.110175,-1.021364
643,0.027651,0.10163,-1.022951
659,0.028749,0.088567,-1.026979
674,0.028627,0.07343,-1.032351
690,0.030703,0.068669,-1.036379
706,0.030581,0.073552,-1.03406
721,0.030825,0.071721,-1.038088
737,0.031069,0.087225,-1.033083
753,0.028627,0.092108,-1.026247
768,0.031557,0.091864,-1.025636
784,0.028261,0.085149,-1.024904
799,0.031435,0.080754,-1.031008
815,0.029604,0.082708,-1.031862
831,0.024477,0.080144,-1.02759
846,0.028749,0.083318,-1.027467
862,0.028017,0.081853,-1.031374
877,0.029604,0.081609,-1.029177
893,0.028749,0.087835,-1.029543
909,0.029116,0.091009,-1.02881
924,0.026796,0.091619,-1.02588
940,0.02704,0.088567,-1.027712
955,0.029116,0.089056,-1.027834
971,0.029726,0.085638,-1.03113
987,0.030214,0.08576,-1.030642
1002,0.030092,0.082952,-1.03113
1018,0.030458,0.080388,-1.033571
1033,0.027895,0.079045,-1.030642
1049,0.02997,0.080876,-1.030031
1065,0.030703,0.086126,-1.029299
1081,0.029726,0.090154,-1.02881
1096,0.031313,0.090399,-1.027834
1112,0.030336,0.087469,-1.028932
1127,0.029848,0.080876,-1.033083
1143,0.031069,0.075749,-1.029543
1159,0.029604,0.076604,-1.032595
1174,0.025087,0.084173,-1.030642
1190,0.02643,0.087835,-1.02759
1206,0.028139,0.090276,-1.029299
1221,0.028627,0.084783,-1.030275
1237,0.029482,0.088323,-1.03174
1252,0.029482,0.085882,-1.025392
1268,0.031923,0.090399,-1.027223
1283,0.030092,0.088934,-1.028322
1299,0.030092,0.093817,-1.026735
1315,0.027406,0.087347,-1.028932
1331,0.027651,0.081487,-1.030642
1346,0.028871,0.085271,-1.028444
1362,0.031313,0.087835,-1.0282
1377,0.024477,0.086492,-1.029665
1393,0.029238,0.091497,-1.026979
1408,0.02704,0.084417,-1.029787
1424,0.031313,0.081243,-1.031252
1440,0.028505,0.087103,-1.030519
1455,0.028627,0.086004,-1.0282
1471,0.028749,0.088567,-1.025758
1487,0.029116,0.084661,-1.028566
1502,0.029726,0.087103,-1.030642
1518,0.027773,0.081853,-1.031496
1534,0.026674,0.08576,-1.029177
1549,0.028993,0.0893,-1.0282
1565,0.027895,0.085638,-1.030764
1581,0.026674,0.086126,-1.030153
1596,0.028749,0.086736,-1.030886
1612,0.026796,0.075261,-1.032106
1627,0.029848,0.078801,-1.032961
1643,0.028139,0.088079,-1.031984
1659,0.029116,0.097235,-1.02588
1674,0.030703,0.093939,-1.026857
1690,0.029726,0.085393,-1.028566
1705,0.02704,0.080754,-1.030397
1721,0.028993,0.077336,-1.032961
1737,0.029116,0.077336,-1.03406
1752,0.029238,0.081975,-1.031252
1768,0.026064,0.096747,-1.028322
1784,0.029604,0.099921,-1.026003
1799,0.028627,0.090643,-1.028566
1815,0.030458,0.082952,-1.028322
1830,0.029238,0.084539,-1.028078
1846,0.032412,0.083562,-1.031008
1862,0.030581,0.07929,-1.029665
1877,0.028383,0.088812,-1.02588
1893,0.02704,0.091864,-1.02759
1909,0.030092,0.090643,-1.029665
1924,0.030825,0.089178,-1.029909
1940,0.030947,0.082952,-1.030519
1955,0.029604,0.08051,-1.030886
1971,0.027162,0.087103,-1.03113
1987,0.030581,0.087347,-1.026735
2002,0.029604,0.092962,-1.029299
2018,0.029238,0.088323,-1.027101
