28,0.997803,-0.010682,-0.044497
44,0.985595,-0.03058,-0.03058
60,0.982055,-0.028261,-0.043399
75,0.979491,-0.025575,-0.046451
91,0.979979,-0.025087,-0.046573
106,0.987304,-0.023866,-0.056827
122,0.998413,-0.007386,-0.074284
138,1.019899,0.015809,-0.099799
153,1.010621,0.013734,-0.096869
169,1.007813,0.015077,-0.099921
185,1.011842,0.018373,-0.090765
200,1.016847,0.022768,-0.085393
215,1.017823,0.020448,-0.088201
231,1.013062,0.023256,-0.090643
247,1.011597,0.028871,-0.087835
262,1.011719,0.034853,-0.087225
278,1.013184,0.030336,-0.089544
294,1.015016,0.029482,-0.090887
309,1.013917,0.030336,-0.087469
325,1.012818,0.031801,-0.087713
341,1.017579,0.033999,-0.088079
356,1.017946,0.028627,-0.086492
372,1.017701,0.018373,-0.089788
388,1.024538,0.028627,-0.079778
403,1.021974,0.032534,-0.077825
419,1.018678,0.027651,-0.080999
434,1.018434,-0.007386,-0.101264
450,1.015992,0.014955,-0.091864
466,1.011353,0.059269,-0.079534
481,1.013917,0.059025,-0.079412
497,1.012208,0.058658,-0.076482
513,1.011231,0.03998,-0.087225
528,1.013795,-0.003113,-0.10163
544,1.020875,-0.003601,-0.100897
559,1.018434,-0.003723,-0.104804
575,1.014283,0.019227,-0.097235
591,1.00879,0.065617,-0.081365
606,1.013917,0.080022,-0.072575
622,1.011353,0.02289,-0.097113
637,1.013795,-0.022157,-0.112617
653,1.020143,-0.02411,-0.107001
669,1.025148,-0.005432,-0.101996
684,1.009278,0.003845,-0.106513
700,1.019777,0.036074,-0.08637
716,1.021486,0.042422,-0.080388
731,1.011964,0.031679,-0.098578
747,1.008423,0.013734,-0.104682
763,1.00586,0.023622,-0.106879
778,1.013184,0.009949,-0.105414
794,1.015382,0.014222,-0.096136
809,1.017579,0.013001,-0.091131
825,1.017457,0.014955,-0.094671
841,1.02234,0.025453,-0.086248
856,1.022951,0.01764,-0.088812
872,1.012696,0.009095,-0.101996
887,1.008179,0.02057,-0.096625
903,1.007935,0.039004,-0.090643
919,1.015992,0.041934,-0.078679
934,1.017946,0.026064,-0.085515
950,1.002442,0.033388,-0.094427
965,1.011597,0.003601,-0.094915
981,1.014894,0.001038,-0.095038
997,1.022951,0.0235,-0.07636
1012,1.02466,0.009705,-0.08344
1028,1.022462,0.004334,-0.087347
1043,1.020875,0.026064,-0.073308
1059,1.019899,0.05109,-0.063175
1075,1.018068,0.057071,-0.06403
1090,1.024049,0.04523,-0.076604
1106,1.005249,0.019227,-0.087347
1122,1.01819,0.009827,-0.086736
1137,1.027956,0.003113,-0.077214
1153,1.024538,0.010804,-0.073918
1169,1.029787,0.027895,-0.063664
1184,1.01941,0.043277,-0.068425
1200,1.015992,0.04584,-0.076238
1216,1.01587,0.044619,-0.077458
1231,1.014649,0.046329,-0.074651
1247,1.003662,0.044009,-0.090399
1262,1.0094,0.015443,-0.096136
1278,1.007813,0.005921,-0.099676
1305,1.004639,0.017152,-0.098578
1321,1.014649,0.016053,-0.091741
1337,1.024538,0.031435,-0.082219
1352,1.022218,0.028749,-0.075505
1368,1.021119,0.038149,-0.07697
1383,1.012208,0.026064,-0.08698
1399,1.014649,0.024232,-0.088201
1415,1.015138,0.034609,-0.085515
1430,1.018434,0.025209,-0.089544
1446,1.019044,0.019227,-0.088812
1462,1.016969,0.029238,-0.08869
1477,1.01526,0.022523,-0.089056
1493,1.01294,0.011536,-0.094427
1508,1.013795,0.023012,-0.087713
